Simple  OpenMp  TBB
0.063816	0.0167791	0.0151257
0.065456	0.0165562	0.0150396
0.063499	0.0168145	0.0153738
0.045964	0.0130067	0.0135768
0.047147	0.0116767	0.0114191
0.046219	0.0152567	0.0112905
0.046311	0.0127104	0.011557
0.046368	0.0124478	0.0115121
0.044089	0.0130651	0.0115945
0.045508	0.0126772	0.0113262
0.047898	0.012723	0.0112552
0.046051	0.0126945	0.0113533
0.045927	0.0126409	0.0114404
0.044442	0.0137808	0.0113604
0.046055	0.0127485	0.0112736
0.04584	0.012701	0.0113058
0.045534	0.012706	0.0112552
0.045845	0.012497	0.0113387
0.045797	0.012711	0.0113349
0.045985	0.0124686	0.0115697
0.045814	0.0127153	0.0115504
0.045949	0.0127073	0.011382
0.046093	0.0126627	0.011309
0.046452	0.0120261	0.011344
0.046083	0.013146	0.0112766
0.045643	0.012522	0.0113526
0.045805	0.0128424	0.0114676
0.046165	0.0125089	0.0114133
0.046083	0.0116735	0.0114442
0.045846	0.011195	0.011403
0.046243	0.0126312	0.0114495
0.045914	0.012672	0.0113439
0.046279	0.012704	0.0113522
0.045841	0.0121539	0.0115995
0.044817	0.0127062	0.0112986
0.045947	0.0129231	0.01128
0.045846	0.0129265	0.0112405
0.045963	0.0111592	0.0112655
0.045959	0.0124346	0.01131
0.045659	0.0127965	0.0113969
0.045849	0.0126459	0.0115138
0.046113	0.0126601	0.0112474
0.046028	0.0125484	0.0114057
0.046203	0.0127124	0.0113516
0.04562	0.0127084	0.0114782
0.044289	0.0125062	0.0114493
0.045844	0.0129401	0.0115562
0.04387	0.0130294	0.0114167
0.045797	0.0124831	0.0113409
0.045664	0.0136216	0.0117558
0.046089	0.012712	0.011328
0.045505	0.0123627	0.0112679
0.045562	0.0127373	0.0116036
0.045604	0.0126621	0.01136
0.045582	0.0124701	0.0116048
0.046209	0.0123903	0.0114154
0.045567	0.0112025	0.0123436
0.045702	0.0126795	0.0113
0.045709	0.0113642	0.0114652
0.045742	0.0111156	0.0112824
0.046106	0.0127579	0.0113523
0.045592	0.0127181	0.0112357
0.045877	0.0127761	0.011341
